                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    312,                0.08523,                0.25063,                0.06526,                0.08065,                0.87567,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98736,                 0.1463,                0.16438,                0.06334,                0.13517,                0.40793,             0.00076844,             0.00076844,             0.00076844
                    313,                0.08255,                 0.2559,                0.06497,                0.07862,                0.86822,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98727,                0.13093,                0.15592,                0.05897,                0.13489,                0.38984,             0.00076448,             0.00076448,             0.00076448
                    314,                0.08498,                0.24851,                0.06521,                0.07983,                0.87818,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98719,                0.12556,                0.16678,                0.06114,                0.12691,                0.38551,             0.00076052,             0.00076052,             0.00076052
                    315,                0.08342,                0.24323,                0.06322,                0.07846,                0.87427,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98827,                 0.1379,                0.16258,                0.05705,                0.13174,                0.39233,             0.00075656,             0.00075656,             0.00075656
                    316,                0.08144,                0.24183,                0.06363,                0.07675,                0.86893,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98777,                 0.1417,                0.16568,                0.06049,                0.13634,                0.39259,              0.0007526,              0.0007526,              0.0007526
                    317,                0.08019,                0.23155,                0.05987,                 0.0772,                0.87573,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98874,                0.13909,                0.15661,                0.06105,                0.13899,                0.38761,             0.00074864,             0.00074864,             0.00074864
                    318,                0.08241,                0.24432,                0.06112,                0.07699,                 0.8739,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98558,                0.14019,                0.16558,                0.05976,                0.13925,                0.39103,             0.00074468,             0.00074468,             0.00074468
                    319,                0.08206,                0.23822,                0.06348,                0.07835,                 0.8636,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98797,                0.12688,                0.16812,                 0.0564,                0.14062,                0.38107,             0.00074072,             0.00074072,             0.00074072
                    320,                  0.084,                0.24381,                0.06242,                0.07753,                0.87136,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98266,                0.13947,                 0.1764,                 0.0571,                0.13073,                 0.3924,             0.00073676,             0.00073676,             0.00073676
                    321,                0.08293,                0.24925,                0.06219,                0.07591,                0.87437,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                 0.9858,                0.12449,                0.16617,                0.06093,                0.12869,                0.37787,              0.0007328,              0.0007328,              0.0007328
                    322,                0.08188,                0.24922,                0.06316,                0.07822,                0.87242,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98577,                0.12531,                0.17823,                0.06004,                0.13963,                0.37584,             0.00072884,             0.00072884,             0.00072884
                    323,                0.08857,                0.23523,                0.06194,                0.08401,                0.87874,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                  0.987,                0.14418,                0.19036,                0.06611,                0.16126,                0.39749,             0.00072488,             0.00072488,             0.00072488
                    324,                0.08569,                0.24499,                0.06529,                0.08105,                0.86976,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98752,                0.17731,                 0.2115,                 0.0742,                 0.2311,                0.42998,             0.00072092,             0.00072092,             0.00072092
                    325,                0.08529,                 0.2549,                0.06275,                0.08129,                0.86595,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98425,                0.16399,                0.20854,                 0.0728,                0.26429,                  0.414,             0.00071696,             0.00071696,             0.00071696
                    326,                0.08419,                0.26353,                0.06471,                0.07986,                0.87233,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98714,                0.14364,                0.21024,                0.06996,                0.22387,                0.40252,               0.000713,               0.000713,               0.000713
                    327,                0.08296,                0.24431,                0.06291,                0.07595,                0.86554,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98698,                0.12942,                0.17343,                 0.0646,                0.11414,                0.38691,             0.00070904,             0.00070904,             0.00070904
                    328,                0.08042,                0.24437,                0.06099,                0.07691,                0.86413,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                 0.9871,                0.11754,                0.16099,                0.06045,                0.10796,                0.36869,             0.00070508,             0.00070508,             0.00070508
                    329,                0.07943,                0.23782,                0.05699,                0.07618,                0.87954,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98735,                0.12245,                0.14942,                0.06208,                0.12764,                0.37637,             0.00070112,             0.00070112,             0.00070112
                    330,                0.08091,                0.23686,                0.06055,                0.07548,                0.86777,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98713,                0.12173,                0.15553,                0.06351,                 0.1497,                0.37907,             0.00069716,             0.00069716,             0.00069716
                    331,                0.08079,                0.23694,                0.06318,                0.07609,                0.86656,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                 0.9876,                0.11776,                0.16024,                0.06109,                0.12443,                0.37456,              0.0006932,              0.0006932,              0.0006932
                    332,                0.07655,                0.22346,                0.05812,                0.07421,                0.86869,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.98908,                0.11438,                0.16433,                0.06255,                0.13119,                0.37007,             0.00068924,             0.00068924,             0.00068924
